Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,RSI,MACD,VWAP,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Open_yes,High_yes,Low_yes,Close_yes,Volume_yes,Prev_Close
2020-05-04,115.50669,116.60612,114.13958,116.32887,4202723.0,2020,5,4,120.1357546,117.67303899999999,115.0740908,113.67839328,50.946860952286826,2.2013730684230666,121.09713448908539,124.8353587665173,105.31282283348268,11360086.0,2.7053227292561846,71.8775141790379,66.75319576033624,4.215377714285714,117.77247,118.040154,116.051628,116.51051,5152073.0,116.51051
2020-05-05,117.96367,118.85278,117.084129,117.18929,4078772.0,2020,5,5,119.3250466,117.794454,115.8073603,113.13996128,46.854727113832915,1.9636451362627838,121.06299072387019,123.25637972132147,108.35834087867853,7157363.0,-5.325143437187522,69.32646721381434,72.61581150521472,4.116361285714286,115.50669,116.60612,114.13958,116.32887,4202723.0,116.32887
2020-05-06,117.82027,118.59464,117.026772,117.75335,4042372.0,2020,5,6,118.6195006,118.35085900000001,116.17829730000001,112.68393848,56.24799275884498,1.8236508288863575,121.0362564657196,123.08035260105639,109.27624199894363,11236135.0,7.405423759534595,69.94797834133284,73.4795893171227,3.808386285714287,117.96367,118.85278,117.084129,117.18929,4078772.0,117.18929
2020-05-07,117.5717,117.83939,115.53537,115.89866,4615580.0,2020,5,7,117.56405180000002,118.7198845,116.5717008,112.32944528,62.934644513586136,1.7381825729203513,121.01395430108533,122.83043184749089,110.31296975250912,15278507.0,8.256510847750839,70.52609862333722,73.95287277025186,3.5564054285714297,117.82027,118.59464,117.026772,117.75335,4042372.0,117.75335
2020-05-08,117.27534,117.81071,115.73614,117.58126,5232615.0,2020,5,8,116.73613599999999,118.7084123,116.664435,111.97533448,52.109452848665825,1.5034594370732606,120.97458176104745,122.81957391689592,110.50929608310408,10662927.0,5.759583054270545,69.81740151929681,75.32733493317501,3.402758714285715,117.5717,117.83939,115.53537,115.89866,4615580.0,115.89866
2020-05-11,116.45316,118.021034,115.36329,117.19885,3697924.0,2020,5,11,116.950286,118.54302030000001,116.7356585,111.78183547999998,54.64362816815876,1.4366506048617538,120.94522777162162,122.89902481456026,110.57229218543974,15895542.0,0.7825753026021965,73.5617864141318,77.75293718138423,3.228625857142858,117.27534,117.81071,115.73614,117.58126,5232615.0,117.58126
2020-05-12,117.60038,118.85278,114.97132,114.97132,5004587.0,2020,5,12,117.124282,118.2246643,116.80449200000001,111.63728488000001,61.88339235362127,1.337429775010989,120.92246391011795,122.95564068068828,110.65334331931174,12197618.0,15.104290541140367,69.74349501335614,76.16815857358957,2.848265428571428,116.45316,118.021034,115.36329,117.19885,3697924.0,117.19885
2020-05-13,114.67495,114.7132,109.79923,110.64053,6153409.0,2020,5,13,116.680688,117.6500943,116.63001799999999,111.36883368000001,51.95393403526443,1.0667565917944586,120.87392518515739,122.78130939704367,110.47872660295631,7193031.0,9.454997681573706,56.895739873439624,76.7552666841577,2.8817269285714278,117.60038,118.85278,114.97132,114.97132,5004587.0,114.97132
2020-05-14,109.53155,111.94073,106.89292,111.80688,5501332.0,2020,5,14,115.258124,116.41108790000001,116.48852649999999,111.11701707999998,39.51492804696818,0.49705781187502396,120.77231866616084,123.06155694309199,109.915496056908,1039622.0,-6.95649601322144,63.7300007321999,81.53441922994372,2.984158357142857,114.67495,114.7132,109.79923,110.64053,6153409.0,110.64053
2020-05-15,110.83174,112.22753,110.18164,111.83556,5006470.0,2020,5,15,114.439768,115.587952,116.54684400000001,110.78680667999998,34.23936225377015,0.13809030268600964,120.6934349556372,122.9190401181443,110.17464788185572,6540954.0,-17.679916531390845,65.3777462133545,90.18370989726121,3.0551776428571427,109.53155,111.94073,106.89292,111.80688,5501332.0,111.80688
